acs_occ_code,n_soc6_mapped,acs_occ_title,soc_major,soc_major_nunique,llm_exposure_main,llm_exposure_model_robustness,complementarity_theta,complementarity_no_jobzone,m_index,m_no_jobzone,m_average_of_detail_products,m_no_jobzone_average_of_detail_products,annual_mean_wage,annual_median_wage,mapping_rows,llm_exposure_main_oews_weighted,complementarity_theta_oews_weighted,complementarity_no_jobzone_oews_weighted,m_index_oews_weighted,m_no_jobzone_oews_weighted
135,1,Compensation and benefits managers,11,1,0.4605263157894737,0.513157894736842,0.5965277777777778,0.5558333333333334,0.27471673976608185,0.2559758771929825,0.27471673976608185,0.2559758771929825,139470.0,127530.0,1.0,0.4605263157894737,0.5965277777777778,0.5558333333333334,0.27471673976608185,0.2559758771929825
1350,1,Chemical engineers,17,1,0.3461538461538461,0.4615384615384615,0.6541666666666667,0.625,0.22644230769230766,0.2163461538461538,0.22644230769230766,0.2163461538461538,121840.0,105550.0,1.0,0.3461538461538461,0.6541666666666667,0.625,0.22644230769230766,0.2163461538461538
136,1,Human resources managers,11,1,0.45,0.48,0.6765277777777778,0.6518333333333334,0.3044375,0.293325,0.3044375,0.293325,136590.0,126230.0,1.0,0.45,0.6765277777777778,0.6518333333333334,0.3044375,0.293325
1360,1,Civil engineers,17,1,0.45454545454545453,0.48214285714285715,0.6453472222222222,0.6144166666666667,0.29333964646464644,0.27928030303030305,0.2935411405723906,0.27952209595959593,95490.0,88050.0,1.0,0.45454545454545453,0.6453472222222222,0.6144166666666667,0.29333964646464644,0.27928030303030305
137,1,Training and development managers,11,1,0.4772727272727273,0.5,0.6189583333333334,0.58275,0.29541193181818187,0.27813068181818185,0.29541193181818187,0.27813068181818185,128800.0,120130.0,1.0,0.4772727272727273,0.6189583333333334,0.58275,0.29541193181818187,0.27813068181818185
140,1,Industrial production managers,11,1,0.3296039063138119,0.40571870150289957,0.7351851851851853,0.7355555555555556,0.24231990890108027,0.24244198442193723,0.24058149303735732,0.24061196028541254,117780.0,103150.0,1.0,0.3296039063138119,0.7351851851851852,0.7355555555555557,0.24231990890108027,0.24244198442193723
1400,1,Computer hardware engineers,17,1,0.3181818181818182,0.7272727272727273,0.5577083333333334,0.50925,0.17745265151515152,0.1620340909090909,0.17745265151515152,0.1620340909090909,136230.0,128170.0,1.0,0.3181818181818182,0.5577083333333334,0.50925,0.17745265151515152,0.1620340909090909
1410,2,Electrical and electronics engineers,17,1,0.4270395658263305,0.5912990196078431,0.6032986111111112,0.5639583333333333,0.2573443548426315,0.24048689527894493,0.25681026968078896,0.2398459930847339,111690.0,102620.0,2.0,0.42144845676597326,0.6070245261889332,0.5684294314267199,0.25556235966908614,0.23924307852034762
1420,1,Environmental engineers,17,1,0.5,0.5555555555555556,0.6559722222222223,0.6271666666666668,0.32798611111111114,0.3135833333333334,0.32798611111111114,0.3135833333333334,100220.0,96820.0,1.0,0.5,0.6559722222222223,0.6271666666666668,0.32798611111111114,0.3135833333333334
1430,2,"Industrial engineers, including health and safety",17,1,0.5438682836387203,0.5292929028791291,0.6664149305555556,0.6346979166666666,0.3626481298195281,0.3455586091033127,0.36255506787361313,0.3454471560661405,97450.0,97170.0,2.0,0.5234837863202226,0.6590098878657003,0.6215337264324642,0.3450362285966083,0.32546102557479567
1440,1,Marine engineers and naval architects,17,1,0.4035087719298245,0.4210526315789473,0.6553472222222222,0.6264166666666666,0.2644383528265107,0.2527646198830409,0.2644383528265107,0.2527646198830409,97820.0,93370.0,1.0,0.4035087719298245,0.6553472222222222,0.6264166666666666,0.2644383528265107,0.2527646198830409
1450,1,Materials engineers,17,1,0.3170731707317073,0.4878048780487805,0.6295138888888889,0.5954166666666667,0.1996019647696477,0.18879065040650408,0.1996019647696477,0.18879065040650408,101950.0,98300.0,1.0,0.3170731707317073,0.6295138888888889,0.5954166666666667,0.19960196476964773,0.18879065040650408
1460,1,Mechanical engineers,17,1,0.5007630338957288,0.5312935096519228,0.6329166666666667,0.5994999999999999,0.3169412702031717,0.3002074388204894,0.3164539637905119,0.2996226711252976,97000.0,95300.0,1.0,0.5007630338957288,0.6329166666666667,0.5994999999999999,0.3169412702031717,0.3002074388204894
150,1,Purchasing managers,11,1,0.4714285714285714,0.5857142857142857,0.58125,0.5375,0.27401785714285715,0.25339285714285714,0.27401785714285715,0.25339285714285714,134590.0,127150.0,1.0,0.4714285714285714,0.58125,0.5375,0.27401785714285715,0.25339285714285714
1520,2,"Petroleum, mining and geological engineers, including mining safety engineers",17,1,0.4652777777777778,0.5046296296296295,0.6514583333333334,0.62175,0.3030729166666667,0.2892430555555555,0.3030729166666667,0.2892430555555555,123085.0,113970.0,2.0,0.44792255778004,0.6519789899332655,0.6223747879199185,0.29200896391810877,0.27874314745692413
1530,2,Other engineers,17,1,0.4605866483662536,0.5363248100138345,0.6356467013888889,0.5977760416666666,0.2928761692308837,0.2755266728547973,0.2933693238438989,0.27581363140088466,114780.0,110510.0,2.0,0.4483920825316637,0.6294371175725114,0.5860942391612498,0.2822646822855224,0.26285657129750606
1541,1,Architectural and civil drafters,17,1,0.52,0.54,0.5511111111111111,0.5413333333333332,0.28657777777777776,0.28149333333333326,0.28657777777777776,0.28149333333333326,60620.0,60340.0,1.0,0.52,0.5511111111111111,0.5413333333333332,0.28657777777777776,0.28149333333333326
1545,3,Other drafters,17,1,0.4774394717534849,0.5372340425531914,0.5351041666666667,0.522125,0.25548771602673837,0.24929252262166784,0.25548771602673837,0.24929252262166784,64870.0,60855.0,2.0,0.47275853190836864,0.5348451446598953,0.5218141735918743,0.2528592582816152,0.24670008610893399
1551,1,Electrical and electronic engineering technologists and technicians,17,1,0.330188679245283,0.4056603773584905,0.6152083333333334,0.6182500000000001,0.20313482704402516,0.20413915094339624,0.20313482704402516,0.20413915094339624,69070.0,63640.0,1.0,0.330188679245283,0.6152083333333334,0.6182500000000001,0.20313482704402516,0.20413915094339624
1555,8,"Other engineering technologists and technicians, except drafters",17,1,0.3209954751231807,0.3972061122887827,0.6106994047619047,0.6071249999999999,0.201781787680086,0.19989699759990587,0.2020309263820026,0.20025984332343652,63461.25,60452.5,8.0,0.346449982695039,0.6050668219390166,0.6047643019804361,0.21179719698454008,0.21108875686542258
1560,1,Surveying and mapping technicians,17,1,0.5106382978723404,0.5,0.5849305555555555,0.5819166666666666,0.2986879432624113,0.2971489361702127,0.2986879432624113,0.2971489361702127,49810.0,46910.0,1.0,0.5106382978723404,0.5849305555555554,0.5819166666666666,0.2986879432624113,0.29714893617021265
160,1,"Transportation, storage, and distribution managers",11,1,0.47297077922077924,0.486525974025974,0.6710416666666668,0.6452500000000001,0.3173830999729438,0.30518439529220787,0.31738560267857147,0.30518739853896104,105580.0,98230.0,1.0,0.47297077922077924,0.6710416666666668,0.6452500000000001,0.3173830999729438,0.30518439529220787
1600,3,Agricultural and food scientists,19,1,0.6580615942028986,0.45551142697881825,0.6680787037037037,0.6150277777777778,0.44550208836553945,0.4096568538647343,0.44550208836553945,0.4096568538647343,80276.66666666667,70060.0,3.0,0.593862408540324,0.6574418721055748,0.6058653765799645,0.3947451421390854,0.36338925388547505
1610,4,Biological scientists,19,1,0.4350963394304248,0.46299294223954723,0.6843532986111112,0.6212239583333333,0.29912076825805145,0.27192565402357677,0.29861696382812103,0.2713210887076603,90397.5,82177.5,4.0,0.43959430343667427,0.6784541472156006,0.6141449766587207,0.2989918660791124,0.2708713786076
1640,2,Conservation scientists and foresters,19,1,0.4236438208996341,0.4035439705646826,0.6856481481481482,0.6627777777777778,0.291323514918825,0.28180520655864855,0.29076249355662964,0.2811319809240141,67970.0,63930.0,2.0,0.4464443745686877,0.6918500462240712,0.6702200554688854,0.30958406811647815,0.30006978180878374
1650,3,Other life scientists,19,1,0.5629370629370629,0.4825174825174825,0.6494097222222222,0.5792916666666668,0.36565383401320906,0.32619718822843824,0.36565383401320906,0.32619718822843824,95395.0,87070.0,2.0,0.5674467526819108,0.6620387325451896,0.5944464790542276,0.37569180835673216,0.33734081949169653
1700,2,Astronomers and physicists,19,1,0.5291193181818181,0.59375,0.6188194444444445,0.5425833333333334,0.3270867365056818,0.2866802201704545,0.3270867365056818,0.2866802201704545,145495.0,140295.0,2.0,0.617504271070615,0.6161867565173375,0.5394241078208049,0.38038805790859903,0.3329648152761958
1710,1,Atmospheric and space scientists,19,1,0.6086956521739131,0.5652173913043478,0.6097222222222223,0.5716666666666668,0.37113526570048316,0.3479710144927537,0.37113526570048316,0.3479710144927537,96880.0,94570.0,1.0,0.6086956521739131,0.6097222222222223,0.5716666666666668,0.37113526570048316,0.3479710144927537
1720,2,Chemists and materials scientists,19,1,0.45862068965517244,0.43137931034482757,0.6367708333333333,0.584125,0.29325550766283526,0.26818247126436784,0.29325550766283526,0.26818247126436784,96960.0,89760.0,2.0,0.40898550610134277,0.6191602783187587,0.5799266907244052,0.2535727055826156,0.23726388817562807
1745,1,"Environmental scientists and specialists, including health",19,1,0.7103039146935072,0.5217162952137376,0.6364236111111112,0.5737083333333334,0.4520541823756005,0.40750727505895423,0.4508821952072964,0.40625591582618326,81240.0,76530.0,1.0,0.7103039146935072,0.6364236111111112,0.5737083333333334,0.4520541823756005,0.40750727505895423
1750,2,"Geoscientists and hydrologists, except geographers",19,1,0.5045138888888889,0.48333333333333334,0.6542708333333334,0.5851249999999999,0.3298408564814815,0.29490625,0.3298408564814815,0.29490625,99165.0,83855.0,2.0,0.4891635658484209,0.6595936076863268,0.5915123292235921,0.32248300142236536,0.28914688853715426
1760,1,"Physical scientists, all other",19,1,0.4456521739130434,0.4565217391304347,0.5842361111111111,0.5010833333333333,0.260366092995169,0.22330887681159417,0.260366092995169,0.22330887681159417,113220.0,104100.0,1.0,0.4456521739130434,0.5842361111111111,0.5010833333333333,0.260366092995169,0.2233088768115942
1800,1,Economists,19,1,0.6173245614035088,0.5526315789473684,0.583576388888889,0.5002916666666666,0.36025603831627684,0.30884233369883035,0.3581085526315789,0.3062653508771929,120830.0,105630.0,1.0,0.6173245614035088,0.583576388888889,0.5002916666666666,0.36025603831627684,0.30884233369883035
1821,1,Clinical and counseling psychologists,19,1,0.5092592592592592,0.3703703703703703,0.635,0.562,0.3233796296296296,0.2862037037037037,0.3233796296296296,0.2862037037037037,99640.0,82510.0,1.0,0.5092592592592592,0.635,0.562,0.3233796296296296,0.2862037037037037
1822,1,School psychologists,19,1,0.5810810810810811,0.3918918918918919,0.6130555555555557,0.5356666666666667,0.3562349849849851,0.3112657657657658,0.3562349849849851,0.3112657657657658,82770.0,78780.0,1.0,0.5810810810810813,0.6130555555555557,0.5356666666666667,0.3562349849849851,0.3112657657657658
1825,2,Other psychologists,19,1,0.4353174603174603,0.4716269841269841,0.681875,0.6182500000000001,0.4015486111111111,0.36408055555555563,0.4015486111111111,0.36408055555555563,105665.0,104105.0,2.0,0.2947479153586024,0.681875,0.6182500000000001,0.4015486111111111,0.36408055555555563
1840,1,Urban and regional planners,19,1,0.5795454545454546,0.4772727272727273,0.6445833333333333,0.5735,0.3735653409090909,0.3323693181818182,0.3735653409090909,0.3323693181818182,81310.0,78500.0,1.0,0.5795454545454546,0.6445833333333333,0.5735,0.3735653409090909,0.3323693181818182
1860,7,Other social scientists,19,1,0.5794047655765778,0.5113176288602574,0.6283531746031746,0.5597380952380953,0.36124384110872,0.32139903163043076,0.36124384110872,0.32139903163043076,85421.42857142857,81522.85714285714,7.0,0.6457576336618959,0.6223016381196308,0.5687437169841525,0.3993292405735653,0.36461286219675904
1900,2,Agricultural and food science technicians,19,1,0.30952380952380953,0.38343253968253965,0.5988888888888888,0.5886666666666667,0.1863789682539682,0.1831785714285714,0.18629794973544972,0.18141468253968251,46360.0,43510.0,2.0,0.3114502078232648,0.602316272530003,0.5919704397502326,0.1885935236323837,0.18533517432481164
1910,1,Biological technicians,19,1,0.2666666666666666,0.4166666666666666,0.5873611111111111,0.5448333333333333,0.1566296296296296,0.14528888888888886,0.1566296296296296,0.14528888888888886,51770.0,48140.0,1.0,0.2666666666666666,0.5873611111111111,0.5448333333333333,0.1566296296296296,0.14528888888888886
1920,1,Chemical technicians,19,1,0.3928571428571428,0.3928571428571428,0.5786111111111112,0.5743333333333334,0.22731150793650792,0.22563095238095235,0.22731150793650792,0.22563095238095235,55040.0,48990.0,1.0,0.3928571428571428,0.5786111111111112,0.5743333333333334,0.22731150793650792,0.22563095238095235
1935,4,"Environmental science and geoscience technicians, and nuclear technicians",19,1,0.38561029502340477,0.38271609826487873,0.6498032407407407,0.6330972222222223,0.2196953947646063,0.2134921562337467,0.2197565532242023,0.21356554638526185,69147.5,64325.0,4.0,0.39476529967443164,0.658925836528805,0.635115276636538,0.2546229837821974,0.24522885487285628
1970,4,"Other life, physical, and social science technicians",19,1,0.40372906377539186,0.47887959101068234,0.6186631944444444,0.5973958333333333,0.23736591626613396,0.2258778434338768,0.23742749637747385,0.2259791932394133,55530.0,49992.5,4.0,0.4373289262428545,0.5997119395464984,0.5774473611311847,0.2528937452914105,0.2406327388158253
1980,2,Occupational health and safety specialists and technicians,19,1,0.38690476190476186,0.3645833333333333,0.7164930555555555,0.7197916666666667,0.2766947751322751,0.27846230158730156,0.2766947751322751,0.27846230158730156,68150.0,64340.0,2.0,0.36725014777555953,0.7280270382803758,0.7204245452416269,0.2670749334390377,0.2645599378599125
20,1,General and operations managers,11,1,0.3846153846153846,0.4807692307692308,0.73125,0.7175,0.28124999999999994,0.2759615384615384,0.28124999999999994,0.2759615384615384,115250.0,97970.0,1.0,0.3846153846153846,0.73125,0.7175,0.28124999999999994,0.2759615384615384
2001,1,Substance abuse and behavioral disorder counselors,21,1,0.27679738562091505,0.22745098039215686,0.6534375,0.584125,0.18086979166666667,0.161684272875817,0.18130013162672476,0.16220068082788672,53490.0,48520.0,1.0,0.27679738562091505,0.6534375,0.584125,0.18086979166666667,0.161684272875817
2002,1,"Educational, guidance, and career counselors and advisors",21,1,0.3245614035087719,0.2894736842105263,0.6996527777777779,0.6395833333333334,0.2270802875243665,0.20758406432748536,0.2270802875243665,0.20758406432748536,63090.0,60510.0,1.0,0.3245614035087719,0.6996527777777779,0.6395833333333334,0.22708028752436646,0.20758406432748536
2003,1,Marriage and family therapists,21,1,0.2777777777777778,0.1111111111111111,0.61625,0.5395,0.17118055555555556,0.1498611111111111,0.17118055555555556,0.1498611111111111,59660.0,49880.0,1.0,0.2777777777777778,0.61625,0.5395,0.17118055555555556,0.1498611111111111
2004,1,Mental health counselors,21,1,0.27679738562091505,0.22745098039215686,0.6534375,0.584125,0.18086979166666667,0.161684272875817,0.18130013162672476,0.16220068082788672,53490.0,48520.0,1.0,0.27679738562091505,0.6534375,0.584125,0.18086979166666667,0.161684272875817
2005,1,Rehabilitation counselors,21,1,0.4677419354838709,0.3548387096774194,0.6444444444444444,0.6133333333333334,0.3014336917562723,0.2868817204301075,0.3014336917562723,0.2868817204301075,44740.0,38560.0,1.0,0.4677419354838709,0.6444444444444444,0.6133333333333334,0.3014336917562723,0.2868817204301075
2006,1,"Counselors, all other",,0,,,,,,,,,,,,,,,,
2011,1,"Child, family, and school social workers",21,1,0.3,0.2428571428571428,0.6726388888888889,0.6471666666666667,0.20179166666666667,0.19415,0.20179166666666667,0.19415,54880.0,49150.0,1.0,0.3,0.6726388888888889,0.6471666666666667,0.20179166666666667,0.19414999999999996
2012,1,Healthcare social workers,21,1,0.421875,0.34375,0.6841666666666667,0.621,0.2886328125,0.261984375,0.2886328125,0.261984375,62310.0,60840.0,1.0,0.421875,0.6841666666666667,0.621,0.2886328125,0.261984375
2013,1,Mental health and substance abuse social workers,21,1,0.3541666666666666,0.2708333333333333,0.6763194444444445,0.6115833333333334,0.2395298032407407,0.2166024305555555,0.2395298032407407,0.2166024305555555,57800.0,49130.0,1.0,0.3541666666666666,0.6763194444444445,0.6115833333333333,0.2395298032407407,0.2166024305555555
2014,1,"Social workers, all other",,0,,,,,,,,,,,,,,,,
2015,1,Probation officers and correctional treatment specialists,21,1,0.4473684210526315,0.3947368421052631,0.6792361111111112,0.6550833333333334,0.30386878654970756,0.29306359649122804,0.30386878654970756,0.29306359649122804,63290.0,60250.0,1.0,0.44736842105263147,0.6792361111111112,0.6550833333333334,0.30386878654970756,0.29306359649122804
2016,1,Social and human service assistants,21,1,0.375,0.3928571428571428,0.6684722222222222,0.6421666666666667,0.25067708333333333,0.24081249999999998,0.25067708333333333,0.24081249999999998,40460.0,37610.0,1.0,0.375,0.6684722222222222,0.6421666666666667,0.25067708333333333,0.24081249999999998
2025,3,Other community and social service specialists,21,1,0.4236111111111111,0.4258512544802867,0.6734375000000001,0.6481250000000001,0.28576630015432103,0.27514178240740744,0.28576630015432103,0.27514178240740744,56355.0,53595.0,2.0,0.4202244760165849,0.6731527147761421,0.6477832577313707,0.28336497489774454,0.27280205371463984
2040,1,Clergy,21,1,0.238095238095238,0.3333333333333333,0.7184027777777778,0.6620833333333335,0.17104828042328038,0.15763888888888886,0.17104828042328038,0.15763888888888886,57230.0,49720.0,1.0,0.238095238095238,0.7184027777777778,0.6620833333333335,0.17104828042328038,0.15763888888888886
205,1,"Farmers, ranchers, and other agricultural managers",11,1,0.2448979591836734,0.3673469387755101,0.7283333333333333,0.7140000000000001,0.17836734693877546,0.17485714285714282,0.17836734693877546,0.17485714285714282,78440.0,73060.0,1.0,0.2448979591836734,0.7283333333333333,0.7140000000000001,0.17836734693877546,0.17485714285714282
2050,1,"Directors, religious activities and education",21,1,0.4545454545454546,0.4393939393939394,0.6811805555555556,0.6574166666666666,0.3096275252525253,0.2988257575757576,0.3096275252525253,0.2988257575757576,52880.0,46980.0,1.0,0.4545454545454546,0.6811805555555556,0.6574166666666666,0.3096275252525253,0.2988257575757576
2060,1,"Religious workers, all other",,0,,,,,,,,,,,,,,,,
2100,4,"Lawyers, and judges, magistrates, and other judicial workers",23,1,0.36053039702233247,0.46041666666666664,0.6581076388888889,0.5897291666666666,0.23624348850634133,0.21138610680314307,0.23624348850634133,0.21138610680314307,114265.0,106995.0,4.0,0.46294797400095483,0.7032745639410988,0.6439294767293184,0.32560600663984374,0.29813761316762155
2105,1,Judicial law clerks,23,1,0.4482758620689655,0.5172413793103449,0.5560416666666667,0.46725,0.24926005747126437,0.20945689655172414,0.24926005747126437,0.20945689655172414,62730.0,50750.0,1.0,0.4482758620689656,0.5560416666666667,0.46725,0.24926005747126437,0.20945689655172414
2145,1,Paralegals and legal assistants,23,1,0.45,0.525,0.47840277777777773,0.45408333333333334,0.21528124999999998,0.2043375,0.21528124999999998,0.2043375,58330.0,56230.0,1.0,0.45,0.4784027777777777,0.45408333333333334,0.21528125,0.2043375
2170,1,"Title examiners, abstractors, and searchers",23,1,0.5535714285714285,0.5714285714285714,0.5303472222222222,0.5564166666666667,0.2935850694444444,0.30801636904761903,0.2935850694444444,0.30801636904761903,52390.0,47310.0,1.0,0.5535714285714285,0.5303472222222222,0.5564166666666667,0.2935850694444444,0.30801636904761903
2180,1,"Legal support workers, all other",,0,,,,,,,,,,,,,,,,
220,1,Construction managers,11,1,0.4,0.4444444444444445,0.7645833333333333,0.7575,0.30583333333333335,0.303,0.30583333333333335,0.303,108210.0,98890.0,1.0,0.4,0.7645833333333333,0.7575,0.30583333333333335,0.303
2205,37,Postsecondary teachers,25,1,0.4685177744764159,0.48451519333883075,0.6792777777777778,0.6174190476190476,0.3173244315189547,0.2881114039531035,0.3173244315189547,0.2881114039531035,93346.28571428571,83342.0,35.0,0.45372437728217013,0.6830246681150534,0.6271249589031359,0.3086669609405487,0.2830187789642438
230,4,Education and childcare administrators,11,1,0.4819267368810052,0.44198540280857346,0.7383564814814815,0.6993611111111111,0.3556322410140531,0.3372483418406627,0.3556322410140531,0.3372483418406627,89236.66666666667,80880.0,3.0,0.46836628091441784,0.7467628236929681,0.7007490591149522,0.349380583330154,0.3279726802594244
2300,2,Preschool and kindergarten teachers,25,1,0.302563304275633,0.2300747198007472,0.6454513888888889,0.6345416666666666,0.19501818268299428,0.1918238117476131,0.19501818268299428,0.1918238117476131,50475.0,45555.0,2.0,0.3068160451034356,0.6275871565725561,0.6236799196591205,0.1923580589989068,0.1912359869355792
2310,3,Elementary and middle school teachers,25,1,0.33003339945836435,0.32707251430954093,0.6969444444444445,0.6763333333333333,0.23020145145145143,0.2234363978284034,0.23020145145145143,0.2234363978284034,67790.0,61513.333333333336,3.0,0.3200981344050224,0.6875029313579428,0.6650035176295315,0.22026871386988708,0.2131067551390609
2320,2,Secondary school teachers,25,1,0.3373015873015873,0.3333333333333333,0.7082638888888888,0.6899166666666666,0.23881420855379187,0.23260879629629627,0.23881420855379187,0.23260879629629627,69245.0,61820.0,2.0,0.34066371795866635,0.6902596792202305,0.6683116150642767,0.23512263578857817,0.22764096807290726
2330,5,Special education teachers,25,1,0.30144189144189143,0.3129620379620379,0.71546875,0.6785625,0.20620415984478482,0.19558518495393495,0.20620415984478482,0.19558518495393495,69870.0,61944.0,5.0,0.3154324223141108,0.7003409600158121,0.6720777560557493,0.20449046044011082,0.19631093189709378
2350,1,Tutors,25,1,0.3714285714285714,0.5428571428571428,0.5577083333333334,0.54925,0.2071488095238095,0.20400714285714283,0.2071488095238095,0.20400714285714283,41780.0,36470.0,1.0,0.3714285714285714,0.5577083333333334,0.54925,0.2071488095238095,0.20400714285714283
2360,4,Other teachers and instructors,25,1,0.2966013071895425,0.37517429193899776,0.6246875,0.609625,0.2524890318627451,0.24606919117647058,0.2524890318627451,0.24606919117647058,49430.0,44466.666666666664,3.0,0.20635592505313785,0.606819816200964,0.6021862091938707,0.2351220293064908,0.23315251600432468
2400,3,"Archivists, curators, and museum technicians",25,1,0.4184535412605588,0.4122807017543859,0.64,0.5813333333333333,0.26838093819940795,0.2415243123240199,0.26838093819940795,0.2415243123240199,59263.333333333336,55930.0,3.0,0.404661996903005,0.6480376200640342,0.5932410174315189,0.2636722583476668,0.23916807011533864
2435,1,Librarians and media collections specialists,25,1,0.5,0.5350877192982456,0.6378472222222222,0.5654166666666667,0.3189236111111111,0.28270833333333334,0.3189236111111111,0.28270833333333334,64180.0,61190.0,1.0,0.5,0.6378472222222222,0.5654166666666667,0.3189236111111111,0.28270833333333334
2440,1,Library technicians,25,1,0.5288461538461539,0.5673076923076923,0.539236111111111,0.5270833333333332,0.28517294337606836,0.27874599358974356,0.28517294337606836,0.27874599358974356,39070.0,36970.0,1.0,0.5288461538461539,0.539236111111111,0.5270833333333332,0.28517294337606836,0.27874599358974356
2545,2,Teaching assistants,25,1,0.3151515151515151,0.42348484848484846,0.6398611111111111,0.5678333333333332,0.23267676767676765,0.2064848484848484,0.23267676767676765,0.2064848484848484,36465.0,33700.0,2.0,0.27565475628078795,0.6398611111111111,0.5678333333333331,0.23267676767676765,0.2064848484848484
2555,3,Other educational instruction and library workers,25,1,0.5310185185185186,0.42893518518518514,0.6962152777777777,0.6354583333333332,0.3697602559156378,0.33750860339506167,0.3697602559156378,0.33750860339506167,64300.0,56865.0,2.0,0.5256543475293475,0.6877667084698335,0.6253200501638001,0.36153929136285906,0.32871628012956133
2600,5,Artists and related workers,27,1,0.3606681034482758,0.4271551724137931,0.5535590277777778,0.5242708333333334,0.20569135386733714,0.1944891073994253,0.20569135386733714,0.1944891073994253,77847.5,69107.5,4.0,0.4179087195633155,0.6019835620008223,0.5693411623502468,0.2548728535488012,0.24098263740648013
2631,1,Commercial and industrial designers,27,1,0.4137931034482758,0.4655172413793103,0.6141666666666666,0.5770000000000001,0.25413793103448273,0.23875862068965517,0.25413793103448273,0.23875862068965517,79680.0,77030.0,1.0,0.4137931034482758,0.6141666666666666,0.5770000000000001,0.25413793103448273,0.2387586206896552
2632,1,Fashion designers,27,1,0.375,0.390625,0.5402083333333334,0.52825,0.20257812500000003,0.19809375,0.20257812500000003,0.19809375,83650.0,77450.0,1.0,0.375,0.5402083333333334,0.52825,0.20257812500000003,0.19809375
2633,1,Floral designers,27,1,0.2666666666666666,0.1999999999999999,0.6154861111111111,0.6585833333333332,0.16412962962962957,0.17562222222222215,0.16412962962962957,0.17562222222222215,32100.0,29880.0,1.0,0.2666666666666666,0.6154861111111111,0.6585833333333332,0.16412962962962957,0.17562222222222215
2634,1,Graphic designers,27,1,0.4107142857142857,0.5,0.5470138888888889,0.4964166666666667,0.22466641865079365,0.20388541666666665,0.22466641865079365,0.20388541666666665,59970.0,50710.0,1.0,0.4107142857142857,0.5470138888888889,0.49641666666666673,0.22466641865079365,0.20388541666666665
2635,1,Interior designers,27,1,0.3620689655172414,0.5,0.652638888888889,0.6231666666666668,0.2363002873563219,0.2256293103448276,0.2363002873563219,0.2256293103448276,62570.0,60340.0,1.0,0.3620689655172414,0.652638888888889,0.6231666666666668,0.2363002873563219,0.2256293103448276
2636,1,Merchandise displayers and window trimmers,27,1,0.2682926829268293,0.3048780487804878,0.5569444444444444,0.5483333333333333,0.1494241192411924,0.1471138211382114,0.1494241192411924,0.1471138211382114,35520.0,32060.0,1.0,0.2682926829268293,0.5569444444444444,0.5483333333333333,0.1494241192411924,0.1471138211382114
2640,2,Other designers,27,1,0.358695652173913,0.3913043478260869,0.6491666666666667,0.579,0.2328532608695652,0.20768478260869563,0.2328532608695652,0.20768478260869563,62960.0,54860.0,1.0,0.35869565217391297,0.6491666666666667,0.579,0.23285326086956523,0.20768478260869563
2700,1,Actors,27,1,0.15625,0.1875,0.5868055555555557,0.6241666666666668,0.09168836805555558,0.09752604166666667,0.09168836805555558,0.09752604166666667,,,1.0,0.15625,0.5868055555555557,0.6241666666666668,0.09168836805555558,0.09752604166666667
2710,1,Producers and directors,27,1,0.4369885433715221,0.4695853791598472,0.6645138888888888,0.6374166666666666,0.290384956355701,0.2785437806873977,0.28981983940261863,0.2778656403436988,101950.0,79000.0,1.0,0.4369885433715221,0.6645138888888888,0.6374166666666666,0.290384956355701,0.2785437806873977
2721,1,Athletes and sports competitors,27,1,0.0,0.0,0.6304166666666666,0.6765000000000001,0.0,0.0,0.0,0.0,116930.0,77300.0,1.0,0.0,0.6304166666666666,0.6765000000000001,0.0,0.0
2722,1,Coaches and scouts,27,1,0.1444444444444444,0.3,0.7120833333333333,0.6945,0.10285648148148145,0.10031666666666664,0.10285648148148145,0.10031666666666664,50550.0,38970.0,1.0,0.1444444444444444,0.7120833333333333,0.6945,0.10285648148148145,0.10031666666666664
2723,1,"Umpires, referees, and other sports officials",27,1,0.1666666666666666,0.3125,0.5463888888888889,0.5756666666666668,0.09106481481481478,0.09594444444444443,0.09106481481481478,0.09594444444444443,51710.0,35860.0,1.0,0.1666666666666666,0.5463888888888889,0.5756666666666668,0.09106481481481478,0.09594444444444443
2740,2,Dancers and choreographers,27,1,0.106547619047619,0.14613095238095236,0.649513888888889,0.6394166666666667,0.07372780257936506,0.07225907738095236,0.07372780257936506,0.07225907738095236,49630.0,42700.0,2.0,0.10770620748299314,0.6507589285714287,0.6405535714285715,0.07461297787344102,0.0731210326318027
2751,1,Music directors and composers,27,1,0.2807017543859649,0.7105263157894737,0.6546527777777778,0.6255833333333333,0.18376218323586743,0.1756023391812865,0.18376218323586743,0.1756023391812865,65080.0,49130.0,1.0,0.2807017543859649,0.6546527777777778,0.6255833333333333,0.18376218323586743,0.1756023391812865
2752,1,Musicians and singers,27,1,0.1326530612244897,0.4081632653061224,0.513611111111111,0.4563333333333333,0.0681320861678004,0.060534013605442125,0.0681320861678004,0.060534013605442125,,,1.0,0.1326530612244897,0.513611111111111,0.4563333333333333,0.0681320861678004,0.060534013605442125
2755,1,"Disc jockeys, except radio",27,1,0.3684210526315789,0.5263157894736842,,,,,,,,,1.0,0.3684210526315789,,,,
2770,1,"Entertainers and performers, sports and related workers, all other",,0,,,,,,,,,,,,,,,,
