acs_occ_code,n_soc6_mapped,acs_occ_title,soc_major,soc_major_nunique,llm_exposure_main,llm_exposure_model_robustness,complementarity_theta,complementarity_no_jobzone,m_index,m_no_jobzone,m_average_of_detail_products,m_no_jobzone_average_of_detail_products,annual_mean_wage,annual_median_wage,mapping_rows,llm_exposure_main_oews_weighted,complementarity_theta_oews_weighted,complementarity_no_jobzone_oews_weighted,m_index_oews_weighted,m_no_jobzone_oews_weighted
110,1,Computer and information systems managers,11,1,0.5606060606060607,0.5303030303030303,0.6380555555555555,0.6056666666666666,0.35769781144781143,0.33954040404040403,0.35769781144781143,0.33954040404040403,162930.0,159010.0,1.0,0.5606060606060607,0.6380555555555555,0.6056666666666666,0.35769781144781143,0.33954040404040403
1105,1,Network and computer systems administrators,15,1,0.5135135135135136,0.7297297297297298,0.5378472222222223,0.4854166666666667,0.27619181681681687,0.2492680180180181,0.27619181681681687,0.2492680180180181,91250.0,80600.0,1.0,0.5135135135135136,0.5378472222222223,0.4854166666666667,0.27619181681681687,0.2492680180180181
1106,1,Computer network architects,15,1,0.5433011968085106,0.6352227393617021,0.5706944444444444,0.5448333333333333,0.31005897467863475,0.2960086020611702,0.30983362076130316,0.2955104512965425,120650.0,120520.0,1.0,0.5433011968085106,0.5706944444444444,0.5448333333333333,0.31005897467863475,0.2960086020611702
1108,1,"Computer occupations, all other",15,1,0.5969636725035986,0.7357861863332168,0.5772222222222222,0.5326666666666666,0.34458069762846605,0.3179826495535835,0.34065620622779436,0.313512177171996,98180.0,95270.0,1.0,0.5969636725035986,0.5772222222222222,0.5326666666666666,0.34458069762846605,0.3179826495535835
120,1,Financial managers,11,1,0.4541306971131532,0.4850552306692657,0.6327777777777778,0.586,0.28736381333993416,0.2661205885083078,0.2880560699588477,0.26595875336489366,153460.0,131710.0,1.0,0.4541306971131531,0.6327777777777778,0.586,0.28736381333993416,0.2661205885083078
1200,1,Actuaries,15,1,0.537037037037037,0.5,0.53625,0.48350000000000004,0.2879861111111111,0.2596574074074074,0.2879861111111111,0.2596574074074074,125300.0,105900.0,1.0,0.537037037037037,0.53625,0.4835,0.2879861111111111,0.2596574074074074
1220,1,Operations research analysts,15,1,0.6290322580645161,0.6290322580645161,0.6114583333333333,0.53375,0.3846270161290323,0.33574596774193544,0.3846270161290323,0.33574596774193544,95830.0,82360.0,1.0,0.6290322580645161,0.6114583333333333,0.53375,0.3846270161290323,0.3357459677419355
1240,4,Other mathematical science occupations,15,1,0.6618104684058632,0.8215566852737906,0.5583680555555555,0.49004166666666665,0.3705344380934053,0.32459425728343905,0.3697939172623794,0.32395058178115743,99625.0,91760.0,4.0,0.6162679834129805,0.5376068140874818,0.47586407738719216,0.3323445688370966,0.2935089075520164
1305,1,"Architects, except landscape and naval",17,1,0.4302325581395348,0.4883720930232558,0.6731944444444444,0.6078333333333332,0.28963016795865626,0.2615096899224805,0.28963016795865626,0.2615096899224805,91900.0,80180.0,1.0,0.4302325581395348,0.6731944444444444,0.6078333333333332,0.28963016795865626,0.2615096899224805
1306,1,Landscape architects,17,1,0.3684210526315789,0.4210526315789473,0.6385416666666667,0.60625,0.23525219298245614,0.2233552631578947,0.23525219298245614,0.2233552631578947,74980.0,67950.0,1.0,0.3684210526315789,0.6385416666666667,0.60625,0.23525219298245617,0.2233552631578947
1310,2,"Surveyors, cartographers, and photogrammetrists",17,1,0.4398958333333334,0.5150347222222222,0.6101041666666667,0.572125,0.2675341362847222,0.2506576302083333,0.26779274450231483,0.25096796006944444,71195.0,65250.0,2.0,0.4283853460451978,0.6342582980225989,0.6011099576271187,0.2711368417711276,0.2568225547581215
1320,1,Aerospace engineers,17,1,0.5178571428571428,0.5714285714285714,0.6093055555555555,0.5711666666666666,0.3155332341269841,0.29578273809523803,0.3155332341269841,0.29578273809523803,122970.0,122270.0,1.0,0.5178571428571428,0.6093055555555555,0.5711666666666666,0.31553323412698414,0.29578273809523803
1340,2,Biomedical and agricultural engineers,17,1,0.4358974358974359,0.5078347578347578,0.6349652777777778,0.6019583333333334,0.27401264245014245,0.2590715811965812,0.27401264245014245,0.2590715811965812,94185.0,90025.0,2.0,0.525914100463527,0.6112866754657443,0.5735440105588931,0.320848656837529,0.3008721321308705
